Date,Month,Store_ID,Store_Name,Region,Format,Footfall,Transactions,Conversion_Rate,Basket_Size_VND,Units_Per_Transaction,Avg_Selling_Price_VND,Revenue_Target_VND,Revenue_Actual_VND,Gross_Margin_Rate,Shrinkage_Amt_VND,Shrinkage_Rate,Operating_Cost_VND,Operating_Cost_Rate,Labor_Hours,OT_Hours,Productivity_VND_per_Labor_Hour,Productivity_Target_VND_per_Labor_Hour,Attendance_Rate,Audit_Score,Stock_Availability_Rate,NPS,Complaints,On_Time_Opening_Flag,Target_Attainment_Pct
2025-01-31,2025-01-01,S001,Vincom Central,South,Hypermarket,1703,318,0.1866,280095,4.36,64242,114092874,89070210,0.1953,356281,0.004,11044706,0.124,210,0,424144,662964,0.9784,90.3,0.9679,74.9,5,1,0.7807
2025-01-31,2025-01-01,S002,District 7 Hub,South,Supermarket,882,208,0.2357,219621,2.98,73698,57325857,45681168,0.2014,237542,0.0052,5705578,0.1249,141,7.6,323980,366956,0.968,91.2,0.9704,69.5,4,1,0.7969
2025-01-31,2025-01-01,S003,Thu Duc Family,South,Supermarket,1545,332,0.2152,348034,2.61,133346,105571650,115547288,0.2088,866605,0.0075,15344680,0.1328,141,13.1,819484,361703,0.9945,92.0,0.9625,60.8,6,1,1.0945
2025-01-31,2025-01-01,S004,Ha Noi Prime,North,Hypermarket,2065,571,0.2767,360785,4.44,81258,192261163,206008235,0.217,1400856,0.0068,28655745,0.1391,235,11.5,876631,608236,0.9646,87.6,0.9662,66.7,2,1,1.0715
2025-01-31,2025-01-01,S005,Cau Giay Fresh,North,Supermarket,1088,226,0.2074,257903,2.6,99193,53593563,58286078,0.2135,256459,0.0044,7903592,0.1356,121,5.1,481703,371390,0.9699,86.6,0.9687,64.5,4,1,1.0876
2025-01-31,2025-01-01,S006,Hai Phong Gateway,North,Supermarket,1716,396,0.2307,251904,3.27,77035,105624433,99753984,0.2598,728204,0.0073,13596468,0.1363,135,14.6,738918,454800,0.9205,84.0,0.9674,62.7,3,1,0.9444
2025-01-31,2025-01-01,S007,Da Nang Beachside,Central,Supermarket,1324,260,0.1962,235430,3.84,61310,72267741,61211800,0.1997,244847,0.004,7118932,0.1163,140,9.3,437227,380916,0.9748,91.3,0.9811,60.3,0,1,0.847
2025-01-31,2025-01-01,S008,Hue Riverside,Central,Convenience Plus,782,193,0.2471,333565,2.93,113845,68882135,64378045,0.2124,296139,0.0046,8826230,0.1371,85,10.2,757389,337040,0.985,95.8,0.9771,66.7,4,1,0.9346
2025-01-31,2025-01-01,S009,Can Tho Market,South,Convenience Plus,891,189,0.2119,294867,3.77,78214,57502181,55729863,0.2509,256357,0.0046,7674002,0.1377,88,7.4,633294,284862,0.9605,83.6,0.96,66.9,8,1,0.9692
2025-01-31,2025-01-01,S010,Bien Hoa Value,South,Supermarket,1394,379,0.2716,249515,3.85,64809,101431376,94566185,0.2263,728160,0.0077,13352745,0.1412,125,13.3,756529,506001,0.9801,88.8,0.9798,58.3,3,1,0.9323
2025-02-01,2025-02-01,S001,Vincom Central,South,Hypermarket,2248,434,0.1932,294012,4.53,64903,131736102,127601208,0.2086,574205,0.0045,14891061,0.1167,226,9.2,564607,662964,0.967,87.5,0.9808,73.0,1,1,0.9686
2025-02-01,2025-02-01,S002,District 7 Hub,South,Supermarket,1307,346,0.2644,232388,2.54,91491,66190681,80406248,0.1863,442234,0.0055,11136265,0.1385,156,19.6,515425,366956,0.9172,98,0.998,73.8,2,0,1.2148
2025-02-01,2025-02-01,S003,Thu Duc Family,South,Supermarket,1780,389,0.2183,364511,3.91,93225,121897163,141794779,0.2034,1049281,0.0074,19142295,0.135,146,14.3,971197,361703,0.9538,86.9,0.9693,74.9,4,1,1.1632
2025-02-01,2025-02-01,S004,Ha Noi Prime,North,Hypermarket,2252,627,0.2786,377655,4.4,85831,221992270,236789685,0.2121,2012712,0.0085,31232559,0.1319,234,8.0,1011922,608236,0.9896,87.3,0.9675,77.7,0,1,1.0667
2025-02-01,2025-02-01,S005,Cau Giay Fresh,North,Supermarket,1144,212,0.1854,258778,4.54,57000,61881227,54860936,0.2262,197499,0.0036,7867058,0.1434,125,8.1,438887,371390,0.9598,94.0,0.9846,75.2,0,1,0.8866
2025-02-01,2025-02-01,S006,Hai Phong Gateway,North,Supermarket,2068,495,0.2392,277681,3.71,74847,121958109,137452095,0.2517,687260,0.005,18404836,0.1339,142,11.1,967972,454800,0.974,88.7,0.9749,62.5,1,1,1.127
2025-02-01,2025-02-01,S007,Da Nang Beachside,Central,Supermarket,1572,317,0.2015,247069,4.53,54541,83443165,78320873,0.2034,360276,0.0046,10471501,0.1337,152,14.9,515269,380916,0.9781,89.7,0.9711,77.6,1,1,0.9386
2025-02-01,2025-02-01,S008,Hue Riverside,Central,Convenience Plus,994,284,0.2859,332386,4.11,80873,79534011,94397624,0.212,604145,0.0064,12403848,0.1314,82,8.7,1151191,337040,0.9788,85.5,0.9572,58.6,8,1,1.1869
2025-02-01,2025-02-01,S009,Can Tho Market,South,Convenience Plus,1084,245,0.2265,320552,2.94,109031,66394271,78535240,0.24,439797,0.0056,11081322,0.1411,101,14.0,777577,284862,0.9722,88.4,0.9624,69.4,6,0,1.1829
2025-02-01,2025-02-01,S010,Bien Hoa Value,South,Supermarket,1623,409,0.2522,292117,3.92,74520,117116640,119475853,0.232,931912,0.0078,15113695,0.1265,122,7.7,979310,506001,0.9469,89.6,0.9829,62.1,3,1,1.0201
2025-02-02,2025-02-01,S001,Vincom Central,South,Hypermarket,2035,452,0.2223,323652,4.34,74574,131736102,146290704,0.1973,643679,0.0044,18681323,0.1277,220,9.4,664958,662964,0.9583,93.0,0.9777,78.9,1,1,1.1105
2025-02-02,2025-02-01,S002,District 7 Hub,South,Supermarket,1158,306,0.2643,243565,2.75,88569,66190681,74530890,0.1933,536622,0.0072,9174753,0.1231,147,11.9,507013,366956,0.9768,91.1,0.9647,68.8,7,1,1.126
2025-02-02,2025-02-01,S003,Thu Duc Family,South,Supermarket,1727,395,0.2285,336457,2.8,120163,121897163,132900515,0.215,996754,0.0075,17994730,0.1354,140,10.1,949289,361703,0.9692,88.4,0.9741,60.1,2,1,1.0903
2025-02-02,2025-02-01,S004,Ha Noi Prime,North,Hypermarket,2333,630,0.2701,354996,3.72,95429,221992270,223647480,0.202,1789180,0.008,25294530,0.1131,236,11.2,947659,608236,0.9769,88.6,0.9625,69.8,2,1,1.0075
2025-02-02,2025-02-01,S005,Cau Giay Fresh,North,Supermarket,1165,240,0.2061,259235,2.59,100091,61881227,62216400,0.2057,379520,0.0061,7870375,0.1265,129,3.7,482298,371390,0.9769,90.4,0.9712,62.1,5,1,1.0054
2025-02-02,2025-02-01,S006,Hai Phong Gateway,North,Supermarket,1707,418,0.245,266707,4.37,61031,121958109,111483526,0.2658,758088,0.0068,13801661,0.1238,132,3.2,844572,454800,0.9695,81.8,0.9833,74.4,4,1,0.9141
2025-02-02,2025-02-01,S007,Da Nang Beachside,Central,Supermarket,1431,306,0.2139,266867,3.56,74963,83443165,81661302,0.1833,498134,0.0061,11195765,0.1371,141,3.5,579158,380916,0.9647,83.8,0.9774,73.7,0,1,0.9786
2025-02-02,2025-02-01,S008,Hue Riverside,Central,Convenience Plus,882,234,0.2659,346424,3.5,98978,79534011,81063216,0.2168,478273,0.0059,11754166,0.145,82,7.6,988576,337040,0.9761,88.8,0.9725,60.5,3,1,1.0192
2025-02-02,2025-02-01,S009,Can Tho Market,South,Convenience Plus,1001,197,0.1965,298253,4.17,71524,66394271,58755841,0.2322,223272,0.0038,8284574,0.141,86,3.9,683207,284862,0.9534,84.4,0.9739,59.3,4,1,0.885
2025-02-02,2025-02-01,S010,Bien Hoa Value,South,Supermarket,1642,453,0.2762,288788,2.83,102045,117116640,130820964,0.2304,1151224,0.0088,16522688,0.1263,130,9.7,1006315,506001,0.9831,88.6,0.9716,74.7,2,1,1.117
2025-02-03,2025-02-01,S001,Vincom Central,South,Hypermarket,2129,400,0.188,295880,3.64,81286,111740444,118352000,0.2114,343221,0.0029,13930030,0.1177,223,8.6,530726,662964,0.9653,88.3,0.9669,71.6,1,1,1.0592
2025-02-03,2025-02-01,S002,District 7 Hub,South,Supermarket,1031,252,0.2444,219937,3.73,58964,56143881,55424124,0.1846,382426,0.0069,7432375,0.1341,140,7.7,395887,366956,0.9874,94.6,0.9726,68.7,6,1,0.9872
2025-02-03,2025-02-01,S003,Thu Duc Family,South,Supermarket,1514,316,0.2088,318261,3.22,98839,103394915,100570476,0.1943,774393,0.0077,13577014,0.135,136,9.0,739489,361703,0.97,90.0,0.9579,70.1,4,1,0.9727
2025-02-03,2025-02-01,S004,Ha Noi Prime,North,Hypermarket,2084,578,0.2775,324952,4.56,71261,188297015,187822256,0.2142,1202062,0.0064,24942796,0.1328,236,8.3,795857,608236,0.9782,90.4,0.9827,76.9,3,1,0.9975
2025-02-03,2025-02-01,S005,Cau Giay Fresh,North,Supermarket,1059,225,0.2124,241198,4.09,58973,52488541,54269550,0.221,298483,0.0055,6897660,0.1271,128,10.8,423981,371390,0.993,91.3,0.97,69.3,1,1,1.0339
2025-02-03,2025-02-01,S006,Hai Phong Gateway,North,Supermarket,1674,364,0.2175,279608,3.63,77027,103446610,101777312,0.2486,549597,0.0054,14218290,0.1397,140,10.9,726981,454800,0.9497,87.3,0.9712,65.7,6,1,0.9839
2025-02-03,2025-02-01,S007,Da Nang Beachside,Central,Supermarket,1364,260,0.1903,254066,2.51,101222,70777685,66057160,0.1904,290652,0.0044,7761716,0.1175,128,2.0,516072,380916,0.9808,92.3,0.9737,68.6,0,1,0.9333
2025-02-03,2025-02-01,S008,Hue Riverside,Central,Convenience Plus,866,237,0.2731,303983,4.43,68619,67461885,72043971,0.2158,425059,0.0059,11310903,0.157,84,11.3,857666,337040,0.962,87.9,0.9785,67.8,0,1,1.0679
2025-02-03,2025-02-01,S009,Can Tho Market,South,Convenience Plus,903,201,0.2231,283063,3.2,88457,56316569,56895663,0.2315,216204,0.0038,7851601,0.138,88,6.8,646542,284862,0.9797,88.9,0.9791,73.7,1,1,1.0103
2025-02-03,2025-02-01,S010,Bien Hoa Value,South,Supermarket,1500,387,0.2583,265755,3.29,80777,99340007,102847185,0.2275,709646,0.0069,13041023,0.1268,110,4.4,934974,506001,0.983,93.3,0.9859,69.3,3,1,1.0353
2025-02-04,2025-02-01,S001,Vincom Central,South,Hypermarket,1542,325,0.211,292202,4.56,64079,108485867,94965650,0.2088,265904,0.0028,11148967,0.1174,210,0,452217,662964,0.9554,93.0,0.9852,68.3,5,1,0.8754
2025-02-04,2025-02-01,S002,District 7 Hub,South,Supermarket,812,191,0.2352,224478,3.29,68230,54508622,42875298,0.1944,248677,0.0058,5663827,0.1321,143,7.1,299827,366956,0.96,84.2,0.9774,74.9,2,1,0.7866
2025-02-04,2025-02-01,S003,Thu Duc Family,South,Supermarket,1398,304,0.2172,340706,3.4,100208,100383413,103574624,0.2004,870027,0.0084,15121895,0.146,128,0.2,809177,361703,0.9558,86.0,0.9791,71.5,6,1,1.0318
2025-02-04,2025-02-01,S004,Ha Noi Prime,North,Hypermarket,1952,557,0.2854,348061,3.75,92816,182812636,193869977,0.2141,1996861,0.0103,22644013,0.1168,218,6.0,889312,608236,0.9849,84.9,0.9919,78.7,5,1,1.0605
2025-02-04,2025-02-01,S005,Cau Giay Fresh,North,Supermarket,829,157,0.1899,258430,3.78,68368,50959748,40573510,0.2202,174466,0.0043,5051402,0.1245,118,3.4,343843,371390,0.9547,90.6,0.9753,60.1,3,1,0.7962
2025-02-04,2025-02-01,S006,Hai Phong Gateway,North,Supermarket,1612,351,0.2179,245108,3.83,63997,100433602,86032908,0.2496,619437,0.0072,12328516,0.1433,128,0,672132,454800,0.9845,87.1,0.9788,75.1,2,1,0.8566
2025-02-04,2025-02-01,S007,Da Nang Beachside,Central,Supermarket,1282,264,0.2057,238085,4.2,56687,68716199,62854440,0.1904,383412,0.0061,7102552,0.113,132,2.9,476170,380916,0.9704,92.1,0.9896,71.9,2,1,0.9147
2025-02-04,2025-02-01,S008,Hue Riverside,Central,Convenience Plus,624,163,0.2614,316962,3.68,86131,65496975,51664806,0.2205,299656,0.0058,7129743,0.138,84,10.7,615057,337040,0.9893,93.2,0.9614,65.7,4,1,0.7888
2025-02-04,2025-02-01,S009,Can Tho Market,South,Convenience Plus,833,174,0.2088,299735,3.9,76855,54676281,52153890,0.2401,208616,0.004,7661406,0.1469,92,14.5,566890,284862,0.9499,86.2,0.9832,60.5,1,1,0.9539
2025-02-04,2025-02-01,S010,Bien Hoa Value,South,Supermarket,1415,351,0.2482,253228,3.93,64435,96446609,88883028,0.2247,622181,0.007,10177107,0.1145,116,3.4,766233,506001,0.9592,94.3,0.9782,61.1,5,1,0.9216
2025-02-05,2025-02-01,S001,Vincom Central,South,Hypermarket,1616,305,0.1888,306622,2.95,103940,108485867,93519710,0.2099,336671,0.0036,12129506,0.1297,201,0.1,465272,662964,0.9662,91.2,0.9733,70.4,0,1,0.862
2025-02-05,2025-02-01,S002,District 7 Hub,South,Supermarket,892,201,0.2257,231490,2.47,93721,54508622,46529490,0.2037,293136,0.0063,5411380,0.1163,146,8.0,318695,366956,0.9878,89.5,0.9815,68.0,0,1,0.8536
2025-02-05,2025-02-01,S003,Thu Duc Family,South,Supermarket,1426,314,0.2202,312685,2.98,104928,100383413,98183090,0.2131,814920,0.0083,13127079,0.1337,125,4.6,785465,361703,0.9838,91.8,0.9639,70.9,5,1,0.9781
2025-02-05,2025-02-01,S004,Ha Noi Prime,North,Hypermarket,1934,513,0.2654,334041,4.15,80492,182812636,171363033,0.211,1388041,0.0081,20495019,0.1196,236,12.1,726115,608236,0.9606,92.4,0.9829,66.0,2,1,0.9374
2025-02-05,2025-02-01,S005,Cau Giay Fresh,North,Supermarket,931,195,0.2092,246584,3.69,66825,50959748,48083880,0.2142,197144,0.0041,5625814,0.117,111,0,433188,371390,0.963,86.2,0.9667,62.7,0,1,0.9436
2025-02-05,2025-02-01,S006,Hai Phong Gateway,North,Supermarket,1462,334,0.2282,263827,3.91,67475,100433602,88118218,0.2546,449403,0.0051,10697552,0.1214,128,1.3,688424,454800,0.9662,85.9,0.9862,60.4,4,1,0.8774
2025-02-05,2025-02-01,S007,Da Nang Beachside,Central,Supermarket,1457,280,0.1924,244107,3.23,75575,68716199,68349960,0.1995,314410,0.0046,9705694,0.142,139,11.7,491726,380916,0.9518,83.4,0.9757,66.6,4,1,0.9947
2025-02-05,2025-02-01,S008,Hue Riverside,Central,Convenience Plus,773,208,0.2689,330343,4.09,80768,65496975,68711344,0.2036,288588,0.0042,10849521,0.1579,83,13.3,827848,337040,0.9703,85.7,0.9823,70.4,4,0,1.0491
2025-02-05,2025-02-01,S009,Can Tho Market,South,Convenience Plus,814,162,0.199,298792,2.64,113179,54676281,48404304,0.2401,217819,0.0045,6670113,0.1378,94,12.3,514939,284862,0.9492,90.5,0.9816,75.2,3,1,0.8853
2025-02-05,2025-02-01,S010,Bien Hoa Value,South,Supermarket,1377,360,0.2611,247096,2.48,99635,96446609,88954560,0.2197,658264,0.0074,12071134,0.1357,114,1.5,780303,506001,0.9758,93.1,0.9784,71.9,2,1,0.9223
2025-02-06,2025-02-01,S001,Vincom Central,South,Hypermarket,1549,310,0.1999,302758,4.12,73485,108485867,93854980,0.1981,337878,0.0036,11713102,0.1248,226,11.9,415288,662964,0.9228,86.1,0.9702,77.7,4,1,0.8651
2025-02-06,2025-02-01,S002,District 7 Hub,South,Supermarket,944,238,0.2525,223900,2.85,78561,54508622,53288200,0.1934,367689,0.0069,6229391,0.1169,135,1.7,394727,366956,0.9896,89.5,0.9713,66.4,4,1,0.9776
2025-02-06,2025-02-01,S003,Thu Duc Family,South,Supermarket,1195,228,0.1908,356205,2.92,121988,100383413,81214740,0.2028,682204,0.0084,11857352,0.146,125,5.8,649718,361703,0.9737,83.7,0.9507,68.1,5,1,0.809
2025-02-06,2025-02-01,S004,Ha Noi Prime,North,Hypermarket,1769,455,0.2574,351454,3.55,99001,182812636,159911570,0.2244,1023434,0.0064,20132867,0.1259,230,1.4,695268,608236,0.9808,87.3,0.9736,70.4,1,1,0.8747
2025-02-06,2025-02-01,S005,Cau Giay Fresh,North,Supermarket,868,172,0.1977,238058,3.79,62812,50959748,40945976,0.2248,229297,0.0056,4852098,0.1185,122,4.2,335623,371390,0.9709,87.1,0.9609,70.2,2,1,0.8035
2025-02-06,2025-02-01,S006,Hai Phong Gateway,North,Supermarket,1412,318,0.2255,275147,4.02,68445,100433602,87496746,0.2558,437484,0.005,10980842,0.1255,127,7.2,688951,454800,0.9845,94.2,0.9714,71.4,2,1,0.8712
2025-02-06,2025-02-01,S007,Da Nang Beachside,Central,Supermarket,1317,257,0.1954,236277,2.76,85608,68716199,60723189,0.1871,212531,0.0035,8507319,0.1401,134,12.9,453158,380916,0.961,87.6,0.9772,77.8,0,1,0.8837
2025-02-06,2025-02-01,S008,Hue Riverside,Central,Convenience Plus,717,190,0.2654,313165,3.93,79686,65496975,59501350,0.2165,339158,0.0057,8794300,0.1478,82,8.5,725626,337040,0.9603,88.8,0.9785,71.3,3,1,0.9085
2025-02-06,2025-02-01,S009,Can Tho Market,South,Convenience Plus,831,156,0.188,306140,3.06,100046,54676281,47757840,0.2372,181480,0.0038,7034730,0.1473,79,0,604530,284862,0.9588,87.7,0.998,84.5,2,1,0.8735
2025-02-06,2025-02-01,S010,Bien Hoa Value,South,Supermarket,1217,292,0.2395,251210,2.73,92018,96446609,73353320,0.2306,506138,0.0069,10108087,0.1378,119,8.1,616414,506001,0.9829,88.3,0.9849,68.3,6,1,0.7606
2025-02-07,2025-02-01,S001,Vincom Central,South,Hypermarket,1601,301,0.1879,296546,2.75,107835,108485867,89260346,0.1958,464154,0.0052,9961455,0.1116,211,9.2,423035,662964,0.9623,88.4,0.9749,60.3,4,1,0.8228
2025-02-07,2025-02-01,S002,District 7 Hub,South,Supermarket,887,202,0.2277,227820,2.84,80218,54508622,46019640,0.2015,248506,0.0054,5384298,0.117,138,4.4,333476,366956,0.9858,92.6,0.9881,70.1,3,1,0.8443
2025-02-07,2025-02-01,S003,Thu Duc Family,South,Supermarket,1358,271,0.1996,325693,2.47,131860,100383413,88262803,0.2071,591361,0.0067,13442425,0.1523,135,9.3,653799,361703,0.9666,90.2,0.9649,67.9,5,1,0.8793
2025-02-07,2025-02-01,S004,Ha Noi Prime,North,Hypermarket,2069,560,0.2706,346631,2.91,119117,182812636,194113360,0.2117,1727609,0.0089,24827099,0.1279,227,12.4,855125,608236,0.9384,87.5,0.9761,75.3,4,1,1.0618
2025-02-07,2025-02-01,S005,Cau Giay Fresh,North,Supermarket,917,196,0.2137,271028,4.41,61458,50959748,53121488,0.2247,297480,0.0056,6342706,0.1194,126,7.8,421599,371390,0.9641,89.0,0.9886,67.6,2,1,1.0424
2025-02-07,2025-02-01,S006,Hai Phong Gateway,North,Supermarket,1591,344,0.2163,272129,3.92,69421,100433602,93612376,0.2559,552313,0.0059,12534697,0.1339,129,3.9,725677,454800,0.9708,91.7,0.9763,67.3,9,1,0.9321
2025-02-07,2025-02-01,S007,Da Nang Beachside,Central,Supermarket,1455,300,0.206,228562,3.95,57864,68716199,68568600,0.1856,335986,0.0049,9284188,0.1354,136,10.1,504181,380916,0.9826,87.0,0.9739,64.1,2,1,0.9979
2025-02-07,2025-02-01,S008,Hue Riverside,Central,Convenience Plus,759,202,0.266,326210,2.86,114059,65496975,65894420,0.2139,316293,0.0048,8533327,0.1295,80,7.0,823680,337040,0.9581,86.3,0.9839,71.7,1,1,1.0061
2025-02-07,2025-02-01,S009,Can Tho Market,South,Convenience Plus,839,175,0.2082,301203,3.63,82976,54676281,52710525,0.2457,231926,0.0044,7954018,0.1509,82,0,642811,284862,0.9767,92.9,0.9664,71.2,2,1,0.964
2025-02-07,2025-02-01,S010,Bien Hoa Value,South,Supermarket,1322,357,0.2699,265594,3.33,79758,96446609,94817058,0.2117,900762,0.0095,11728870,0.1237,114,4.5,831729,506001,0.9565,91.3,0.9571,56.0,4,1,0.9831
2025-02-08,2025-02-01,S001,Vincom Central,South,Hypermarket,2201,496,0.2252,323113,2.81,114987,127899128,160264048,0.2164,464766,0.0029,18766920,0.1171,224,11.7,715464,662964,0.9807,92.3,0.9888,72.5,6,1,1.2531
2025-02-08,2025-02-01,S002,District 7 Hub,South,Supermarket,1246,287,0.23,237064,3.9,60786,64262797,68037368,0.2024,462654,0.0068,8423026,0.1238,154,11.0,441801,366956,0.9526,89.1,0.9739,81.7,2,1,1.0587
2025-02-08,2025-02-01,S003,Thu Duc Family,South,Supermarket,1730,376,0.2175,360385,3.47,103857,118346760,135504760,0.2094,934983,0.0069,19160373,0.1414,150,22.6,903365,361703,0.9494,87.7,0.9628,63.3,5,1,1.145
2025-02-08,2025-02-01,S004,Ha Noi Prime,North,Hypermarket,2494,646,0.2591,347184,4.5,77152,215526476,224280864,0.2167,1525110,0.0068,30524626,0.1361,230,6.0,975134,608236,0.9779,94.2,0.9813,81.8,3,1,1.0406
2025-02-08,2025-02-01,S005,Cau Giay Fresh,North,Supermarket,1201,240,0.2002,260654,2.85,91458,60078861,62556960,0.2201,275251,0.0044,9039481,0.1445,143,15.6,437461,371390,0.947,80.2,0.9799,66.0,5,0,1.0412
2025-02-08,2025-02-01,S006,Hai Phong Gateway,North,Supermarket,2115,530,0.2507,260387,4.53,57481,118405931,138005110,0.2592,897033,0.0065,19569125,0.1418,140,3.2,985751,454800,0.9464,88.3,0.9686,69.5,6,0,1.1655
2025-02-08,2025-02-01,S007,Da Nang Beachside,Central,Supermarket,1757,361,0.2055,236792,3.45,68635,81012782,85481912,0.1822,435958,0.0051,11052811,0.1293,144,12.8,593624,380916,0.9647,86.9,0.9863,69.7,3,1,1.0552
2025-02-08,2025-02-01,S008,Hue Riverside,Central,Convenience Plus,940,265,0.2816,321596,2.58,124650,77217487,85222940,0.2178,417592,0.0049,11863033,0.1392,86,7.1,990964,337040,0.9513,80.6,0.9829,67.3,3,1,1.1037
2025-02-08,2025-02-01,S009,Can Tho Market,South,Convenience Plus,1096,230,0.2103,299793,2.43,123372,64460458,68952390,0.2354,248229,0.0036,10342858,0.15,86,5.9,801772,284862,0.9622,92.1,0.9732,70.7,2,1,1.0697
2025-02-08,2025-02-01,S010,Bien Hoa Value,South,Supermarket,1804,483,0.2679,272797,4.24,64339,113705476,131760951,0.2247,961855,0.0073,17260685,0.131,118,7.8,1116618,506001,0.9759,92.8,0.99,80.3,2,1,1.1588
2025-02-09,2025-02-01,S001,Vincom Central,South,Hypermarket,1866,386,0.2067,309707,4.41,70228,127899128,119546902,0.1999,633599,0.0053,15529143,0.1299,217,3.6,550907,662964,0.9741,86.0,0.9573,61.0,4,1,0.9347
2025-02-09,2025-02-01,S002,District 7 Hub,South,Supermarket,1002,240,0.24,244512,3.8,64345,64262797,58682880,0.1831,340361,0.0058,7505540,0.1279,156,7.2,376172,366956,0.9618,86.0,0.9824,81.0,6,1,0.9132
2025-02-09,2025-02-01,S003,Thu Duc Family,South,Supermarket,1560,329,0.2112,343533,2.97,115668,118346760,113022357,0.2099,757250,0.0067,16761216,0.1483,140,11.3,807303,361703,0.9953,89.5,0.9638,66.5,6,1,0.955
2025-02-09,2025-02-01,S004,Ha Noi Prime,North,Hypermarket,2134,546,0.2557,350992,3.8,92366,215526476,191641632,0.2247,1552297,0.0081,22594548,0.1179,227,1.1,844236,608236,0.9799,91.4,0.9717,63.9,2,1,0.8892
2025-02-09,2025-02-01,S005,Cau Giay Fresh,North,Supermarket,1074,231,0.2148,276484,3.0,92161,60078861,63867804,0.2199,281018,0.0044,7932381,0.1242,140,12.8,456199,371390,0.956,91.8,0.971,69.0,3,1,1.0631
2025-02-09,2025-02-01,S006,Hai Phong Gateway,North,Supermarket,1725,406,0.2355,285989,4.15,68913,118405931,116111534,0.2595,963726,0.0083,14130774,0.1217,130,2.1,893166,454800,0.9543,80.5,0.9821,75.0,1,1,0.9806
2025-02-09,2025-02-01,S007,Da Nang Beachside,Central,Supermarket,1378,284,0.2058,256867,2.71,94785,81012782,72950228,0.1918,269916,0.0037,9534595,0.1307,143,4.0,510141,380916,0.9862,90.2,0.9794,70.9,2,1,0.9005
2025-02-09,2025-02-01,S008,Hue Riverside,Central,Convenience Plus,806,206,0.2555,358148,3.33,107552,77217487,73778488,0.2158,442671,0.006,11288109,0.153,85,7.2,867982,337040,0.9702,88.9,0.9645,75.6,4,1,0.9555
2025-02-09,2025-02-01,S009,Can Tho Market,South,Convenience Plus,899,180,0.1997,283924,2.61,108783,64460458,51106320,0.2301,163540,0.0032,7303093,0.1429,96,11.2,532358,284862,0.952,85.7,0.9781,75.1,6,1,0.7928
2025-02-09,2025-02-01,S010,Bien Hoa Value,South,Supermarket,1686,455,0.2697,280404,3.51,79887,113705476,127583820,0.212,867570,0.0068,18091386,0.1418,134,15.9,952118,506001,0.9788,85.1,0.96,71.7,5,1,1.1221
2025-02-10,2025-02-01,S001,Vincom Central,South,Hypermarket,1991,404,0.2031,303120,2.81,107872,108485867,122460480,0.2113,416366,0.0034,15013655,0.1226,216,9.7,566947,662964,0.9902,94.6,0.9884,64.5,2,1,1.1288
2025-02-10,2025-02-01,S002,District 7 Hub,South,Supermarket,1003,239,0.2381,223846,3.99,56102,54508622,53499194,0.1821,326345,0.0061,6596451,0.1233,144,3.6,371522,366956,0.9532,88.6,0.9598,69.3,5,1,0.9815
2025-02-10,2025-02-01,S003,Thu Duc Family,South,Supermarket,1602,356,0.2221,347245,4.47,77683,100383413,123619220,0.2022,840611,0.0068,18913741,0.153,129,4.2,958289,361703,0.9904,90.9,0.9697,69.7,1,1,1.2315
2025-02-10,2025-02-01,S004,Ha Noi Prime,North,Hypermarket,2147,605,0.2819,328313,3.2,102598,182812636,198629365,0.2066,1708213,0.0086,25742366,0.1296,228,6.0,871181,608236,0.9769,96.9,0.9736,60.8,3,1,1.0865
2025-02-10,2025-02-01,S005,Cau Giay Fresh,North,Supermarket,1102,236,0.2143,250149,3.87,64638,50959748,59035164,0.2259,354211,0.006,8070107,0.1367,117,6.2,504574,371390,0.9859,90.2,0.98,64.7,4,1,1.1585
2025-02-10,2025-02-01,S006,Hai Phong Gateway,North,Supermarket,1817,420,0.2313,245660,2.79,88050,100433602,103177200,0.2606,670652,0.0065,13578120,0.1316,128,5.4,806072,454800,0.9621,91.1,0.9631,62.1,2,1,1.0273
2025-02-10,2025-02-01,S007,Da Nang Beachside,Central,Supermarket,1423,297,0.2088,250937,3.59,69899,68716199,74528289,0.1816,335377,0.0045,9681225,0.1299,126,2.5,591494,380916,0.972,78,0.9773,74.9,3,1,1.0846
2025-02-10,2025-02-01,S008,Hue Riverside,Central,Convenience Plus,825,228,0.2758,307814,3.35,91885,65496975,70181592,0.205,371962,0.0053,9607860,0.1369,81,10.9,866439,337040,0.9485,92.3,0.9695,64.4,1,1,1.0715
2025-02-10,2025-02-01,S009,Can Tho Market,South,Convenience Plus,879,181,0.2061,287925,3.89,74017,54676281,52114425,0.2455,239726,0.0046,7327288,0.1406,82,1.1,635542,284862,0.9669,89.7,0.97,73.9,2,1,0.9531
2025-02-10,2025-02-01,S010,Bien Hoa Value,South,Supermarket,1446,395,0.2733,262222,2.52,104056,96446609,103577690,0.2162,807906,0.0078,13630824,0.1316,112,7.6,924801,506001,0.9693,91.5,0.9858,73.8,4,1,1.0739
2025-02-11,2025-02-01,S001,Vincom Central,South,Hypermarket,1736,349,0.2012,275406,3.43,80293,108485867,96116694,0.1957,384467,0.004,12168373,0.1266,218,3.5,440902,662964,0.9601,92.7,0.9772,69.5,3,1,0.886
